date,description,moneyIn,moneyOut,tx
2014-10-07 00:42:43,PAYMENT RECEIVED,0.1,0,60e842080310d8f51ceba516dee4c6b7fa9e157da38490033a50b81e4799d637
2014-10-07 00:45:58,PAYMENT RECEIVED,0.11064932,0,73b6ac7953c703e6bcf4fee840ff68da317f5ed2b6ee3eeb500a88e27dc0b240
2014-10-07 02:06:31,PAYMENT RECEIVED,0.005,0,87579a82e74a3eb51cd972be0d50970adf763118b808373dcd51fa0fe1e56a9e
2014-10-07 00:52:51,PAYMENT RECEIVED,0.1,0,6f1b6789fd8a7f6ab1e773e2bf0efdf2cb43ea416b269b84b6b7ea32fff1e509
2014-10-07 01:42:13,PAYMENT RECEIVED,0.1,0,482de899f5976a59fc40ba686a83fb6c9f6cb922fa9b5a54c463fefa6fa57f29
2014-10-07 01:48:13,PAYMENT RECEIVED,2.6358,0,7fa92f4727885f6662d2a0ace53774057da9051da9696a7f024d39f6b3917737
2014-10-07 02:49:20,PAYMENT RECEIVED,0.1,0,304d04ccf530670ba1833d1f240b9a4474ca48f849afb68d88a23935c86d30da
2014-10-07 04:03:14,PAYMENT RECEIVED,3.82,0,77d9608267012039ed8d7161b5cdd2f3d91619d8700573b6f1f56c70c010ae64
2014-10-07 04:12:52,PAYMENT RECEIVED,11.3672,0,d9a4117c7436988da2b28b743f1addabd24bfb9ac2543e67eb9ce053977a821b
2014-10-07 04:17:40,PAYMENT RECEIVED,1.0192,0,e7f4f3161b92ad871f0061f023408999652e5391c418080ec220704dcaceb997
2014-10-07 04:41:28,PAYMENT RECEIVED,0.1,0,fde8fc8c87f2e3a2f9f6bc322187d1550e69992f2f61f48fa5b097404b1975a2
2014-10-07 05:59:53,PAYMENT RECEIVED,5.9605,0,ec52fb307ca912899afe1d8c1d4be3c03fbdf1105071cfb6e9c932517e17ca53
2014-10-07 06:05:59,PAYMENT RECEIVED,0.1,0,3d46a051e24caf782fcdaa28e60ea49a134a20a13fcf91dcf2f559501a4574b9
2014-10-07 07:19:22,PAYMENT RECEIVED,0.01,0,9248350d35963f3c3c8a72e8872a25563da27b3d205f8a10fb34dcc9859e93f8
2014-10-07 09:49:15,PAYMENT RECEIVED,0.029,0,c7fe57282a02681541a756bbf2b0a55520b8bc4e5c98a6ebded95fd9d7ab44c4
2014-10-07 12:28:09,PAYMENT RECEIVED,0.005,0,f2d41824ed9faaf9febe29cc9dbe5e78bec4ca872e3c99f8179b2349c86afce8
2014-10-07 12:37:25,PAYMENT RECEIVED,0.0605,0,81089c68324ee03f7df5c617492151c4997df2389069f463cfc4d6991e2eb71b
2014-10-07 12:46:15,PAYMENT RECEIVED,0.0493,0,2791ed8d7714e690a497f2e28d2f1a0194ad0cd2257074c81291735a120d1bab
2014-10-07 13:00:41,PAYMENT RECEIVED,0.2,0,cd0a61658f99ac5cf6aeb5ce6324f9e75d3a89e6ad3feabdfb574441bfc1e75e
2014-10-07 13:45:45,PAYMENT RECEIVED,0.5,0,d185457a7e9a95cf50c2107ff3a0d16ce6caeb9e52e9f064be9d8ad1b11888d6
2014-10-07 13:54:21,PAYMENT RECEIVED,2,0,efdc9b2e359f8610e184651c026a01e678f5968d44fa9ea6b9fed63f58935571
2014-10-07 15:22:26,PAYMENT RECEIVED,0.02,0,6a231ea69c0415767cc667057ea3f2966e434d3838fdbec9d836dc29b91fc01d
2014-10-07 15:22:52,PAYMENT RECEIVED,0.007,0,06b68cf6011ae479371231a5913593b6cfaff41aaecf40ded23263f8ced5fe7d
2014-10-07 15:50:07,PAYMENT RECEIVED,2,0,03961588e33176176235baf5196132455f6289888bfc770d54660dcbac844a93
2014-10-07 15:29:38,PAYMENT RECEIVED,0.6,0,dc3e98a65d354ba9c8d90eac8a0362f6d0764a983b1c871690712144210c600a
2014-10-07 16:45:38,PAYMENT RECEIVED,0.1,0,1560d92001792c18c6c82f2d00d7612f978cfaa3b7d40753087e7aaf1b9b685e
2014-10-07 16:48:29,PAYMENT RECEIVED,0.25,0,4f338fbfbb8406e718f94ebc35624cc9a629811224f2eb060916674a2f1777d7
2014-10-07 17:53:13,PAYMENT RECEIVED,1,0,d2dcea6bad51352bf3e1e5e01452b53641b65b6efc1b6abf19a498c1cbc5afb7
2014-10-07 18:16:08,PAYMENT RECEIVED,0.5,0,6d6b343c96a1f3ef932ccc61f3af34aaaffec960f1f32748b313fb7d910c64d5
2014-10-07 19:59:33,PAYMENT RECEIVED,1,0,89953dd1e5b0aee5cbd5302bf80950797f39173774e9482df8b7419340c97bac
2014-10-07 20:14:23,PAYMENT RECEIVED,1.01,0,9fe0d0dc9ac6414bf5d0d4379007f119984f4d91959db4c693a87fcb1e8427a8
2014-10-07 21:22:13,PAYMENT RECEIVED,1,0,17fd0574cf26d3a562ec913d7c4c567c3efad2929b7b053d6700755ef5705b17
2014-10-07 21:21:09,PAYMENT RECEIVED,0.1,0,3efc4a29f8daeae8077cd241ac26c04d1224bdeb3c8212e8a8af7e1b4a12f2d1
2014-10-07 22:52:58,PAYMENT RECEIVED,1,0,347f9c1305326ca25313b3e90450440f7de0f8df297d69eef6658b34e533ade6
2014-10-07 23:15:21,PAYMENT RECEIVED,0.5,0,3cac288ce554641adafc759e9d646c8b2c5250ceeffe24babc240005d74e1f21
2014-10-07 23:15:44,PAYMENT RECEIVED,0.5,0,6d21e24ee60aaa4150d1899da059f735a4a34553bfe3920aa104e7f188552ec2
2014-10-07 23:24:07,PAYMENT RECEIVED,1,0,ecfdccfafaa6f39cf22869021677cf3748d075dcf4ad461826a1130b4b2d86dd
